change_ms,change_s,from,to,segment_index,block_ms,source_pos_ms
1950,1.95,A,B,67,22,964
1972,1.972,B,A,68,31,986
2003,2.003,A,B,69,31,986
2034,2.034,B,A,70,38,1017
2072,2.072,A,B,71,38,1017
2110,2.11,B,A,72,39,1055
2149,2.149,A,B,73,39,1055
2188,2.188,B,A,74,30,1094
2218,2.218,A,B,75,30,1094
2248,2.248,B,A,76,26,1124
2274,2.274,A,B,77,26,1124
2300,2.3,B,A,78,18,1150
2318,2.318,A,B,79,18,1150
2336,2.336,B,A,80,29,1168
2365,2.365,A,B,81,29,1168
2394,2.394,B,A,82,32,1197
2426,2.426,A,B,83,32,1197
2458,2.458,B,A,84,34,1229
2492,2.492,A,B,85,34,1229
2526,2.526,B,A,86,45,1263
2571,2.571,A,B,87,45,1263
2616,2.616,B,A,88,38,1308
2654,2.654,A,B,89,38,1308
2692,2.692,B,A,90,15,1346
2707,2.707,A,B,91,15,1346
2722,2.722,B,A,92,36,1361
2758,2.758,A,B,93,36,1361
2794,2.794,B,A,94,39,1397
2833,2.833,A,B,95,39,1397
2872,2.872,B,A,96,13,1436
2885,2.885,A,B,97,13,1436
2898,2.898,B,A,98,21,1449
2919,2.919,A,B,99,21,1449
2940,2.94,B,A,100,50,1470
2990,2.99,A,B,101,50,1470
3040,3.04,B,A,102,11,1520
3051,3.051,A,B,103,11,1520
3062,3.062,B,A,104,29,1531
3091,3.091,A,B,105,29,1531
3120,3.12,B,A,106,21,1560
3141,3.141,A,B,107,21,1560
3162,3.162,B,A,108,26,1581
3188,3.188,A,B,109,26,1581
3214,3.214,B,A,110,29,1607
3243,3.243,A,B,111,29,1607
3272,3.272,B,A,112,17,1636
3289,3.289,A,B,113,17,1636
3306,3.306,B,A,114,32,1653
3338,3.338,A,B,115,32,1653
3370,3.37,B,A,116,23,1685
3393,3.393,A,B,117,23,1685
3416,3.416,B,A,118,30,1708
3446,3.446,A,B,119,30,1708
3476,3.476,B,A,120,11,1738
3487,3.487,A,B,121,11,1738
3498,3.498,B,A,122,15,1749
3513,3.513,A,B,123,15,1749
3528,3.528,B,A,124,18,1764
3546,3.546,A,B,125,18,1764
3564,3.564,B,A,126,47,1782
3611,3.611,A,B,127,47,1782
3658,3.658,B,A,128,34,1829
3692,3.692,A,B,129,34,1829
3726,3.726,B,A,130,28,1863
3754,3.754,A,B,131,28,1863
3782,3.782,B,A,132,46,1891
3828,3.828,A,B,133,46,1891
3874,3.874,B,A,134,21,1937
3895,3.895,A,B,135,21,1937
3916,3.916,B,A,136,25,1958
3941,3.941,A,B,137,25,1958
3966,3.966,B,A,138,40,1983
4006,4.006,A,B,139,40,1983
4046,4.046,B,A,140,19,2023
4065,4.065,A,B,141,19,2023
4084,4.084,B,A,142,50,2042
4134,4.134,A,B,143,50,2042
4184,4.184,B,A,144,44,2092
4228,4.228,A,B,145,44,2092
4272,4.272,B,A,146,37,2136
4309,4.309,A,B,147,37,2136
4346,4.346,B,A,148,45,2173
4391,4.391,A,B,149,45,2173
4436,4.436,B,A,150,40,2218
4476,4.476,A,B,151,40,2218
4516,4.516,B,A,152,39,2258
4555,4.555,A,B,153,39,2258
4594,4.594,B,A,154,19,2297
4613,4.613,A,B,155,19,2297
4632,4.632,B,A,156,40,2316
4672,4.672,A,B,157,40,2316
4712,4.712,B,A,158,49,2356
4761,4.761,A,B,159,49,2356
4810,4.81,B,A,160,18,2405
4828,4.828,A,B,161,18,2405
4846,4.846,B,A,162,29,2423
4875,4.875,A,B,163,29,2423
4904,4.904,B,A,164,12,2452
4916,4.916,A,B,165,12,2452
4928,4.928,B,A,166,27,2464
4955,4.955,A,B,167,27,2464
4982,4.982,B,A,168,13,2491
4995,4.995,A,B,169,13,2491
5008,5.008,B,A,170,37,2504
5045,5.045,A,B,171,37,2504
5082,5.082,B,A,172,42,2541
5124,5.124,A,B,173,42,2541
5166,5.166,B,A,174,11,2583
5177,5.177,A,B,175,11,2583
5188,5.188,B,A,176,24,2594
5212,5.212,A,B,177,24,2594
5236,5.236,B,A,178,36,2618
5272,5.272,A,B,179,36,2618
5308,5.308,B,A,180,42,2654
5350,5.35,A,B,181,42,2654
5392,5.392,B,A,182,11,2696
5403,5.403,A,B,183,11,2696
5414,5.414,B,A,184,26,2707
5440,5.44,A,B,185,26,2707
5466,5.466,B,A,186,34,2733
5500,5.5,A,B,187,34,2733
5534,5.534,B,A,188,49,2767
5583,5.583,A,B,189,49,2767
5632,5.632,B,A,190,49,2816
5681,5.681,A,B,191,49,2816
5730,5.73,B,A,192,17,2865
5747,5.747,A,B,193,17,2865
5764,5.764,B,A,194,35,2882
5799,5.799,A,B,195,35,2882
5834,5.834,B,A,196,31,2917
5865,5.865,A,B,197,31,2917
5896,5.896,B,A,198,44,2948
5940,5.94,A,B,199,44,2948
5984,5.984,B,A,200,25,2992
6009,6.009,A,B,201,25,2992
6034,6.034,B,A,202,39,3017
6073,6.073,A,B,203,39,3017
6112,6.112,B,A,204,45,3056
6157,6.157,A,B,205,45,3056
6202,6.202,B,A,206,16,3101
6218,6.218,A,B,207,16,3101
6234,6.234,B,A,208,31,3117
6265,6.265,A,B,209,31,3117
6296,6.296,B,A,210,18,3148
6314,6.314,A,B,211,18,3148
6332,6.332,B,A,212,45,3166
6377,6.377,A,B,213,45,3166
6422,6.422,B,A,214,19,3211
6441,6.441,A,B,215,19,3211
6460,6.46,B,A,216,27,3230
6487,6.487,A,B,217,27,3230
6514,6.514,B,A,218,13,3257
6527,6.527,A,B,219,13,3257
6540,6.54,B,A,220,22,3270
6562,6.562,A,B,221,22,3270
6584,6.584,B,A,222,13,3292
6597,6.597,A,B,223,13,3292
6610,6.61,B,A,224,21,3305
6631,6.631,A,B,225,21,3305
6652,6.652,B,A,226,38,3326
6690,6.69,A,B,227,38,3326
6728,6.728,B,A,228,35,3364
6763,6.763,A,B,229,35,3364
6798,6.798,B,A,230,23,3399
6821,6.821,A,B,231,23,3399
6844,6.844,B,A,232,37,3422
6881,6.881,A,B,233,37,3422
6918,6.918,B,A,234,15,3459
6933,6.933,A,B,235,15,3459
6948,6.948,B,A,236,21,3474
6969,6.969,A,B,237,21,3474
6990,6.99,B,A,238,34,3495
7024,7.024,A,B,239,34,3495
7058,7.058,B,A,240,50,3529
7108,7.108,A,B,241,50,3529
7158,7.158,B,A,242,32,3579
7190,7.19,A,B,243,32,3579
7222,7.222,B,A,244,15,3611
7237,7.237,A,B,245,15,3611
7252,7.252,B,A,246,17,3626
7269,7.269,A,B,247,17,3626
7286,7.286,B,A,248,46,3643
7332,7.332,A,B,249,46,3643
7378,7.378,B,A,250,48,3689
7426,7.426,A,B,251,48,3689
7474,7.474,B,A,252,50,3737
7524,7.524,A,B,253,50,3737
7574,7.574,B,A,254,10,3787
7584,7.584,A,B,255,10,3787
7594,7.594,B,A,256,20,3797
7614,7.614,A,B,257,20,3797
7634,7.634,B,A,258,25,3817
7659,7.659,A,B,259,25,3817
7684,7.684,B,A,260,13,3842
7697,7.697,A,B,261,13,3842
7710,7.71,B,A,262,12,3855
7722,7.722,A,B,263,12,3855
7734,7.734,B,A,264,19,3867
7753,7.753,A,B,265,19,3867
7772,7.772,B,A,266,29,3886
7801,7.801,A,B,267,29,3886
7830,7.83,B,A,268,30,3915
7860,7.86,A,B,269,30,3915
7890,7.89,B,A,270,34,3945
7924,7.924,A,B,271,34,3945
7958,7.958,B,A,272,36,3979
7994,7.994,A,B,273,36,3979
8030,8.03,B,A,274,13,4015
8043,8.043,A,B,275,13,4015
8056,8.056,B,A,276,34,4028
8090,8.09,A,B,277,34,4028
8124,8.124,B,A,278,14,4062
8138,8.138,A,B,279,14,4062
8152,8.152,B,A,280,10,4076
8162,8.162,A,B,281,10,4076
8172,8.172,B,A,282,48,4086
8220,8.22,A,B,283,48,4086
8268,8.268,B,A,284,48,4134
8316,8.316,A,B,285,48,4134
8364,8.364,B,A,286,30,4182
8394,8.394,A,B,287,30,4182
8424,8.424,B,A,288,18,4212
8442,8.442,A,B,289,18,4212
8460,8.46,B,A,290,47,4230
8507,8.507,A,B,291,47,4230
8554,8.554,B,A,292,13,4277
8567,8.567,A,B,293,13,4277
8580,8.58,B,A,294,50,4290
8630,8.63,A,B,295,50,4290
8680,8.68,B,A,296,17,4340
8697,8.697,A,B,297,17,4340
8714,8.714,B,A,298,27,4357
8741,8.741,A,B,299,27,4357
8768,8.768,B,A,300,19,4384
8787,8.787,A,B,301,19,4384
8806,8.806,B,A,302,20,4403
8826,8.826,A,B,303,20,4403
8846,8.846,B,A,304,37,4423
8883,8.883,A,B,305,37,4423
8920,8.92,B,A,306,47,4460
8967,8.967,A,B,307,47,4460
9014,9.014,B,A,308,34,4507
9048,9.048,A,B,309,34,4507
9082,9.082,B,A,310,10,4541
9092,9.092,A,B,311,10,4541
9102,9.102,B,A,312,24,4551
9126,9.126,A,B,313,24,4551
9150,9.15,B,A,314,36,4575
9186,9.186,A,B,315,36,4575
9222,9.222,B,A,316,19,4611
9241,9.241,A,B,317,19,4611
9260,9.26,B,A,318,39,4630
9299,9.299,A,B,319,39,4630
9338,9.338,B,A,320,40,4669
9378,9.378,A,B,321,40,4669
9418,9.418,B,A,322,41,4709
9459,9.459,A,B,323,41,4709
9500,9.5,B,A,324,19,4750
9519,9.519,A,B,325,19,4750
9538,9.538,B,A,326,29,4769
9567,9.567,A,B,327,29,4769
9596,9.596,B,A,328,42,4798
9638,9.638,A,B,329,42,4798
9680,9.68,B,A,330,31,4840
9711,9.711,A,B,331,31,4840
9742,9.742,B,A,332,27,4871
9769,9.769,A,B,333,27,4871
9796,9.796,B,A,334,49,4898
9845,9.845,A,B,335,49,4898
9894,9.894,B,A,336,43,4947
9937,9.937,A,B,337,43,4947
9980,9.98,B,A,338,25,4990
10005,10.005,A,B,339,25,4990
10030,10.03,B,A,340,15,5015
10045,10.045,A,B,341,15,5015
10060,10.06,B,A,342,34,5030
10094,10.094,A,B,343,34,5030
10128,10.128,B,A,344,34,5064
10162,10.162,A,B,345,34,5064
10196,10.196,B,A,346,32,5098
10228,10.228,A,B,347,32,5098
10260,10.26,B,A,348,43,5130
10303,10.303,A,B,349,43,5130
10346,10.346,B,A,350,14,5173
10360,10.36,A,B,351,14,5173
10374,10.374,B,A,352,40,5187
10414,10.414,A,B,353,40,5187
10454,10.454,B,A,354,10,5227
10464,10.464,A,B,355,10,5227
10474,10.474,B,A,356,24,5237
10498,10.498,A,B,357,24,5237
10522,10.522,B,A,358,19,5261
10541,10.541,A,B,359,19,5261
10560,10.56,B,A,360,29,5280
10589,10.589,A,B,361,29,5280
10618,10.618,B,A,362,14,5309
10632,10.632,A,B,363,14,5309
10646,10.646,B,A,364,33,5323
10679,10.679,A,B,365,33,5323
10712,10.712,B,A,366,10,5356
10722,10.722,A,B,367,10,5356
10732,10.732,B,A,368,32,5366
10764,10.764,A,B,369,32,5366
10796,10.796,B,A,370,27,5398
10823,10.823,A,B,371,27,5398
10850,10.85,B,A,372,38,5425
10888,10.888,A,B,373,38,5425
10926,10.926,B,A,374,34,5463
10960,10.96,A,B,375,34,5463
10994,10.994,B,A,376,39,5497
11033,11.033,A,B,377,39,5497
11072,11.072,B,A,378,47,5536
11119,11.119,A,B,379,47,5536
11166,11.166,B,A,380,21,5583
11187,11.187,A,B,381,21,5583
11208,11.208,B,A,382,15,5604
11223,11.223,A,B,383,15,5604
11238,11.238,B,A,384,33,5619
11271,11.271,A,B,385,33,5619
11304,11.304,B,A,386,20,5652
11324,11.324,A,B,387,20,5652
11344,11.344,B,A,388,45,5672
11389,11.389,A,B,389,45,5672
11434,11.434,B,A,390,50,5717
11484,11.484,A,B,391,50,5717
11534,11.534,B,A,392,16,5767
11550,11.55,A,B,393,16,5767
11566,11.566,B,A,394,10,5783
11576,11.576,A,B,395,10,5783
11586,11.586,B,A,396,50,5793
11636,11.636,A,B,397,50,5793
11686,11.686,B,A,398,27,5843
11713,11.713,A,B,399,27,5843
11740,11.74,B,A,400,44,5870
11784,11.784,A,B,401,44,5870
11828,11.828,B,A,402,36,5914
11864,11.864,A,B,403,36,5914
11900,11.9,B,A,404,24,5950
11924,11.924,A,B,405,24,5950
11948,11.948,B,A,406,12,5974
11960,11.96,A,B,407,12,5974
11972,11.972,B,A,408,34,5986
12006,12.006,A,B,409,34,5986
12040,12.04,B,A,410,15,6020
12055,12.055,A,B,411,15,6020
12070,12.07,B,A,412,30,6035
12100,12.1,A,B,413,30,6035
12130,12.13,B,A,414,13,6065
12143,12.143,A,B,415,13,6065
12156,12.156,B,A,416,39,6078
12195,12.195,A,B,417,39,6078
12234,12.234,B,A,418,10,6117
12244,12.244,A,B,419,10,6117
12254,12.254,B,A,420,28,6127
12282,12.282,A,B,421,28,6127
12310,12.31,B,A,422,46,6155
12356,12.356,A,B,423,46,6155
12402,12.402,B,A,424,40,6201
12442,12.442,A,B,425,40,6201
12482,12.482,B,A,426,32,6241
12514,12.514,A,B,427,32,6241
12546,12.546,B,A,428,44,6273
12590,12.59,A,B,429,44,6273
12634,12.634,B,A,430,34,6317
12668,12.668,A,B,431,34,6317
12702,12.702,B,A,432,17,6351
12719,12.719,A,B,433,17,6351
12736,12.736,B,A,434,39,6368
12775,12.775,A,B,435,39,6368
12814,12.814,B,A,436,47,6407
12861,12.861,A,B,437,47,6407
12908,12.908,B,A,438,33,6454
12941,12.941,A,B,439,33,6454
12974,12.974,B,A,440,16,6487
12990,12.99,A,B,441,16,6487
13006,13.006,B,A,442,45,6503
13051,13.051,A,B,443,45,6503
13096,13.096,B,A,444,43,6548
13139,13.139,A,B,445,43,6548
13182,13.182,B,A,446,49,6591
13231,13.231,A,B,447,49,6591
13280,13.28,B,A,448,31,6640
13311,13.311,A,B,449,31,6640
13342,13.342,B,A,450,24,6671
13366,13.366,A,B,451,24,6671
13390,13.39,B,A,452,49,6695
13439,13.439,A,B,453,49,6695
13488,13.488,B,A,454,41,6744
13529,13.529,A,B,455,41,6744
13570,13.57,B,A,456,21,6785
13591,13.591,A,B,457,21,6785
13612,13.612,B,A,458,49,6806
13661,13.661,A,B,459,49,6806
13710,13.71,B,A,460,20,6855
13730,13.73,A,B,461,20,6855
13750,13.75,B,A,462,18,6875
13768,13.768,A,B,463,18,6875
13786,13.786,B,A,464,36,6893
13822,13.822,A,B,465,36,6893
13858,13.858,B,A,466,18,6929
13876,13.876,A,B,467,18,6929
13894,13.894,B,A,468,10,6947
13904,13.904,A,B,469,10,6947
13914,13.914,B,A,470,34,6957
13948,13.948,A,B,471,34,6957
13982,13.982,B,A,472,27,6991
14009,14.009,A,B,473,27,6991
14036,14.036,B,A,474,30,7018
14066,14.066,A,B,475,30,7018
14096,14.096,B,A,476,44,7048
14140,14.14,A,B,477,44,7048
14184,14.184,B,A,478,18,7092
14202,14.202,A,B,479,18,7092
14220,14.22,B,A,480,10,7110
14230,14.23,A,B,481,10,7110
14240,14.24,B,A,482,16,7120
14256,14.256,A,B,483,16,7120
14272,14.272,B,A,484,29,7136
14301,14.301,A,B,485,29,7136
14330,14.33,B,A,486,10,7165
14340,14.34,A,B,487,10,7165
14350,14.35,B,A,488,48,7175
14398,14.398,A,B,489,48,7175
14446,14.446,B,A,490,22,7223
14468,14.468,A,B,491,22,7223
14490,14.49,B,A,492,38,7245
14528,14.528,A,B,493,38,7245
14566,14.566,B,A,494,19,7283
14585,14.585,A,B,495,19,7283
14604,14.604,B,A,496,19,7302
14623,14.623,A,B,497,19,7302
14642,14.642,B,A,498,42,7321
14684,14.684,A,B,499,42,7321
14726,14.726,B,A,500,38,7363
14764,14.764,A,B,501,38,7363
14802,14.802,B,A,502,46,7401
14848,14.848,A,B,503,46,7401
14894,14.894,B,A,504,17,7447
14911,14.911,A,B,505,17,7447
14928,14.928,B,A,506,36,7464
14964,14.964,A,B,507,36,7464
15000,15.0,B,A,508,37,7500
15037,15.037,A,B,509,37,7500
15074,15.074,B,A,510,33,7537
15107,15.107,A,B,511,33,7537
15140,15.14,B,A,512,36,7570
15176,15.176,A,B,513,36,7570
15212,15.212,B,A,514,30,7606
15242,15.242,A,B,515,30,7606
15272,15.272,B,A,516,47,7636
15319,15.319,A,B,517,47,7636
15366,15.366,B,A,518,28,7683
15394,15.394,A,B,519,28,7683
15422,15.422,B,A,520,17,7711
15439,15.439,A,B,521,17,7711
15456,15.456,B,A,522,29,7728
15485,15.485,A,B,523,29,7728
15514,15.514,B,A,524,29,7757
15543,15.543,A,B,525,29,7757
15572,15.572,B,A,526,34,7786
15606,15.606,A,B,527,34,7786
15640,15.64,B,A,528,25,7820
15665,15.665,A,B,529,25,7820
15690,15.69,B,A,530,11,7845
15701,15.701,A,B,531,11,7845
15712,15.712,B,A,532,32,7856
15744,15.744,A,B,533,32,7856
15776,15.776,B,A,534,42,7888
15818,15.818,A,B,535,42,7888
15860,15.86,B,A,536,14,7930
15874,15.874,A,B,537,14,7930
15888,15.888,B,A,538,18,7944
15906,15.906,A,B,539,18,7944
15924,15.924,B,A,540,32,7962
15956,15.956,A,B,541,32,7962
15988,15.988,B,A,542,43,7994
16031,16.031,A,B,543,43,7994
16074,16.074,B,A,544,18,8037
16092,16.092,A,B,545,18,8037
16110,16.11,B,A,546,50,8055
16160,16.16,A,B,547,50,8055
16210,16.21,B,A,548,50,8105
16260,16.26,A,B,549,50,8105
16310,16.31,B,A,550,43,8155
16353,16.353,A,B,551,43,8155
16396,16.396,B,A,552,18,8198
16414,16.414,A,B,553,18,8198
16432,16.432,B,A,554,31,8216
16463,16.463,A,B,555,31,8216
16494,16.494,B,A,556,48,8247
16542,16.542,A,B,557,48,8247
16590,16.59,B,A,558,49,8295
16639,16.639,A,B,559,49,8295
16688,16.688,B,A,560,24,8344
16712,16.712,A,B,561,24,8344
16736,16.736,B,A,562,44,8368
16780,16.78,A,B,563,44,8368
16824,16.824,B,A,564,26,8412
16850,16.85,A,B,565,26,8412
16876,16.876,B,A,566,30,8438
16906,16.906,A,B,567,30,8438
16936,16.936,B,A,568,22,8468
16958,16.958,A,B,569,22,8468
16980,16.98,B,A,570,33,8490
17013,17.013,A,B,571,33,8490
17046,17.046,B,A,572,17,8523
17063,17.063,A,B,573,17,8523
17080,17.08,B,A,574,24,8540
17104,17.104,A,B,575,24,8540
17128,17.128,B,A,576,47,8564
17175,17.175,A,B,577,47,8564
17222,17.222,B,A,578,28,8611
17250,17.25,A,B,579,28,8611
17278,17.278,B,A,580,26,8639
17304,17.304,A,B,581,26,8639
17330,17.33,B,A,582,18,8665
17348,17.348,A,B,583,18,8665
17366,17.366,B,A,584,23,8683
17389,17.389,A,B,585,23,8683
17412,17.412,B,A,586,32,8706
17444,17.444,A,B,587,32,8706
17476,17.476,B,A,588,34,8738
17510,17.51,A,B,589,34,8738
17544,17.544,B,A,590,28,8772
17572,17.572,A,B,591,28,8772
17600,17.6,B,A,592,32,8800
17632,17.632,A,B,593,32,8800
17664,17.664,B,A,594,13,8832
17677,17.677,A,B,595,13,8832
17690,17.69,B,A,596,30,8845
17720,17.72,A,B,597,30,8845
17750,17.75,B,A,598,48,8875
17798,17.798,A,B,599,48,8875
17846,17.846,B,A,600,38,8923
17884,17.884,A,B,601,38,8923
17922,17.922,B,A,602,24,8961
17946,17.946,A,B,603,24,8961
17970,17.97,B,A,604,11,8985
17981,17.981,A,B,605,11,8985
17992,17.992,B,A,606,30,8996
18022,18.022,A,B,607,30,8996
18052,18.052,B,A,608,15,9026
18067,18.067,A,B,609,15,9026
18082,18.082,B,A,610,17,9041
18099,18.099,A,B,611,17,9041
18116,18.116,B,A,612,30,9058
18146,18.146,A,B,613,30,9058
18176,18.176,B,A,614,24,9088
18200,18.2,A,B,615,24,9088
18224,18.224,B,A,616,49,9112
18273,18.273,A,B,617,49,9112
18322,18.322,B,A,618,18,9161
18340,18.34,A,B,619,18,9161
18358,18.358,B,A,620,28,9179
18386,18.386,A,B,621,28,9179
18414,18.414,B,A,622,50,9207
18464,18.464,A,B,623,50,9207
18514,18.514,B,A,624,33,9257
18547,18.547,A,B,625,33,9257
18580,18.58,B,A,626,20,9290
18600,18.6,A,B,627,20,9290
18620,18.62,B,A,628,32,9310
18652,18.652,A,B,629,32,9310
18684,18.684,B,A,630,36,9342
18720,18.72,A,B,631,36,9342
18756,18.756,B,A,632,42,9378
18798,18.798,A,B,633,42,9378
18840,18.84,B,A,634,25,9420
18865,18.865,A,B,635,25,9420
18890,18.89,B,A,636,13,9445
18903,18.903,A,B,637,13,9445
18916,18.916,B,A,638,41,9458
18957,18.957,A,B,639,41,9458
18998,18.998,B,A,640,12,9499
19010,19.01,A,B,641,12,9499
19022,19.022,B,A,642,15,9511
19037,19.037,A,B,643,15,9511
19052,19.052,B,A,644,28,9526
19080,19.08,A,B,645,28,9526
19108,19.108,B,A,646,22,9554
19130,19.13,A,B,647,22,9554
19152,19.152,B,A,648,16,9576
19168,19.168,A,B,649,16,9576
19184,19.184,B,A,650,25,9592
19209,19.209,A,B,651,25,9592
19234,19.234,B,A,652,49,9617
19283,19.283,A,B,653,49,9617
19332,19.332,B,A,654,22,9666
19354,19.354,A,B,655,22,9666
19376,19.376,B,A,656,50,9688
19426,19.426,A,B,657,50,9688
19476,19.476,B,A,658,25,9738
19501,19.501,A,B,659,25,9738
19526,19.526,B,A,660,14,9763
19540,19.54,A,B,661,14,9763
19554,19.554,B,A,662,13,9777
19567,19.567,A,B,663,13,9777
19580,19.58,B,A,664,11,9790
19591,19.591,A,B,665,11,9790
19602,19.602,B,A,666,46,9801
19648,19.648,A,B,667,46,9801
19694,19.694,B,A,668,46,9847
19740,19.74,A,B,669,46,9847
19786,19.786,B,A,670,25,9893
19811,19.811,A,B,671,25,9893
19836,19.836,B,A,672,16,9918
19852,19.852,A,B,673,16,9918
19868,19.868,B,A,674,19,9934
19887,19.887,A,B,675,19,9934
19906,19.906,B,A,676,12,9953
19918,19.918,A,B,677,12,9953
19930,19.93,B,A,678,29,9965
19959,19.959,A,B,679,29,9965
19988,19.988,B,A,680,30,9994
20018,20.018,A,B,681,30,9994
20048,20.048,B,A,682,37,10024
20085,20.085,A,B,683,37,10024
20122,20.122,B,A,684,35,10061
20157,20.157,A,B,685,35,10061
20192,20.192,B,A,686,11,10096
20203,20.203,A,B,687,11,10096
20214,20.214,B,A,688,15,10107
20229,20.229,A,B,689,15,10107
20244,20.244,B,A,690,48,10122
20292,20.292,A,B,691,48,10122
20340,20.34,B,A,692,12,10170
20352,20.352,A,B,693,12,10170
20364,20.364,B,A,694,28,10182
20392,20.392,A,B,695,28,10182
20420,20.42,B,A,696,15,10210
20435,20.435,A,B,697,15,10210
20450,20.45,B,A,698,14,10225
20464,20.464,A,B,699,14,10225
20478,20.478,B,A,700,23,10239
20501,20.501,A,B,701,23,10239
20524,20.524,B,A,702,34,10262
20558,20.558,A,B,703,34,10262
20592,20.592,B,A,704,20,10296
20612,20.612,A,B,705,20,10296
20632,20.632,B,A,706,50,10316
20682,20.682,A,B,707,50,10316
20732,20.732,B,A,708,28,10366
20760,20.76,A,B,709,28,10366
20788,20.788,B,A,710,27,10394
20815,20.815,A,B,711,27,10394
20842,20.842,B,A,712,15,10421
20857,20.857,A,B,713,15,10421
20872,20.872,B,A,714,21,10436
20893,20.893,A,B,715,21,10436
20914,20.914,B,A,716,29,10457
20943,20.943,A,B,717,29,10457
20972,20.972,B,A,718,37,10486
21009,21.009,A,B,719,37,10486
21046,21.046,B,A,720,25,10523
21071,21.071,A,B,721,25,10523
21096,21.096,B,A,722,46,10548
21142,21.142,A,B,723,46,10548
21188,21.188,B,A,724,26,10594
21214,21.214,A,B,725,26,10594
21240,21.24,B,A,726,17,10620
21257,21.257,A,B,727,17,10620
21274,21.274,B,A,728,50,10637
21324,21.324,A,B,729,50,10637
21374,21.374,B,A,730,50,10687
21424,21.424,A,B,731,50,10687
21474,21.474,B,A,732,21,10737
21495,21.495,A,B,733,21,10737
21516,21.516,B,A,734,23,10758
21539,21.539,A,B,735,23,10758
21562,21.562,B,A,736,39,10781
21601,21.601,A,B,737,39,10781
21640,21.64,B,A,738,13,10820
21653,21.653,A,B,739,13,10820
21666,21.666,B,A,740,29,10833
21695,21.695,A,B,741,29,10833
21724,21.724,B,A,742,35,10862
21759,21.759,A,B,743,35,10862
21794,21.794,B,A,744,12,10897
21806,21.806,A,B,745,12,10897
21818,21.818,B,A,746,32,10909
21850,21.85,A,B,747,32,10909
21882,21.882,B,A,748,42,10941
21924,21.924,A,B,749,42,10941
21966,21.966,B,A,750,30,10983
21996,21.996,A,B,751,30,10983
22026,22.026,B,A,752,16,11013
22042,22.042,A,B,753,16,11013
22058,22.058,B,A,754,38,11029
22096,22.096,A,B,755,38,11029
22134,22.134,B,A,756,40,11067
22174,22.174,A,B,757,40,11067
22214,22.214,B,A,758,16,11107
22230,22.23,A,B,759,16,11107
22246,22.246,B,A,760,21,11123
22267,22.267,A,B,761,21,11123
22288,22.288,B,A,762,48,11144
22336,22.336,A,B,763,48,11144
22384,22.384,B,A,764,10,11192
22394,22.394,A,B,765,10,11192
22404,22.404,B,A,766,31,11202
22435,22.435,A,B,767,31,11202
22466,22.466,B,A,768,22,11233
22488,22.488,A,B,769,22,11233
22510,22.51,B,A,770,32,11255
22542,22.542,A,B,771,32,11255
22574,22.574,B,A,772,15,11287
22589,22.589,A,B,773,15,11287
22604,22.604,B,A,774,35,11302
22639,22.639,A,B,775,35,11302
22674,22.674,B,A,776,22,11337
22696,22.696,A,B,777,22,11337
22718,22.718,B,A,778,33,11359
22751,22.751,A,B,779,33,11359
22784,22.784,B,A,780,45,11392
