change_ms,change_s,from,to,segment_index,block_ms,source_pos_ms
5147,5.147,A,B,199,21,2563.7299999999987
5168,5.168,B,A,200,27,2585.049999999999
5195,5.195,A,B,201,27,2585.049999999999
5222,5.222,B,A,202,16,2611.699999999999
5238,5.238,A,B,203,16,2611.699999999999
5254,5.254,B,A,204,27,2627.6899999999987
5281,5.281,A,B,205,27,2627.6899999999987
5308,5.308,B,A,206,32,2654.339999999999
5340,5.34,A,B,207,32,2654.339999999999
5372,5.372,B,A,208,37,2686.319999999999
5409,5.409,A,B,209,37,2686.319999999999
5446,5.446,B,A,210,43,2723.6299999999987
5489,5.489,A,B,211,43,2723.6299999999987
5532,5.532,B,A,212,48,2766.2699999999986
5580,5.58,A,B,213,48,2766.2699999999986
5628,5.628,B,A,214,32,2814.2399999999984
5660,5.66,A,B,215,32,2814.2399999999984
5692,5.692,B,A,216,11,2846.2199999999984
5703,5.703,A,B,217,11,2846.2199999999984
5714,5.714,B,A,218,37,2856.8799999999983
5751,5.751,A,B,219,37,2856.8799999999983
5788,5.788,B,A,220,5,2894.1899999999982
5793,5.793,A,B,221,5,2894.1899999999982
5798,5.798,B,A,222,27,2899.519999999998
5825,5.825,A,B,223,27,2899.519999999998
5852,5.852,B,A,224,37,2926.1699999999983
5889,5.889,A,B,225,37,2926.1699999999983
5926,5.926,B,A,226,11,2963.479999999998
5937,5.937,A,B,227,11,2963.479999999998
5948,5.948,B,A,228,27,2974.139999999998
5975,5.975,A,B,229,27,2974.139999999998
6002,6.002,B,A,230,32,3000.789999999998
6034,6.034,A,B,231,32,3000.789999999998
6066,6.066,B,A,232,43,3032.769999999998
6109,6.109,A,B,233,43,3032.769999999998
6152,6.152,B,A,234,43,3075.409999999998
6195,6.195,A,B,235,43,3075.409999999998
6238,6.238,B,A,236,48,3118.049999999998
6286,6.286,A,B,237,48,3118.049999999998
6334,6.334,B,A,238,37,3166.0199999999977
6371,6.371,A,B,239,37,3166.0199999999977
6408,6.408,B,A,240,11,3203.3299999999977
6419,6.419,A,B,241,11,3203.3299999999977
6430,6.43,B,A,242,5,3213.9899999999975
6435,6.435,A,B,243,5,3213.9899999999975
6440,6.44,B,A,244,21,3219.3199999999974
6461,6.461,A,B,245,21,3219.3199999999974
6482,6.482,B,A,246,5,3240.6399999999976
6487,6.487,A,B,247,5,3240.6399999999976
6492,6.492,B,A,248,43,3245.9699999999975
6535,6.535,A,B,249,43,3245.9699999999975
6578,6.578,B,A,250,32,3288.6099999999974
6610,6.61,A,B,251,32,3288.6099999999974
6642,6.642,B,A,252,27,3320.5899999999974
6669,6.669,A,B,253,27,3320.5899999999974
6696,6.696,B,A,254,48,3347.2399999999975
6744,6.744,A,B,255,48,3347.2399999999975
6792,6.792,B,A,256,37,3395.2099999999973
6829,6.829,A,B,257,37,3395.2099999999973
6866,6.866,B,A,258,32,3432.5199999999973
6898,6.898,A,B,259,32,3432.5199999999973
6930,6.93,B,A,260,48,3464.4999999999973
6978,6.978,A,B,261,48,3464.4999999999973
7026,7.026,B,A,262,43,3512.469999999997
7069,7.069,A,B,263,43,3512.469999999997
7112,7.112,B,A,264,48,3555.109999999997
7160,7.16,A,B,265,48,3555.109999999997
7208,7.208,B,A,266,43,3603.0799999999967
7251,7.251,A,B,267,43,3603.0799999999967
7294,7.294,B,A,268,16,3645.7199999999966
7310,7.31,A,B,269,16,3645.7199999999966
7326,7.326,B,A,270,16,3661.7099999999964
7342,7.342,A,B,271,16,3661.7099999999964
7358,7.358,B,A,272,21,3677.699999999996
7379,7.379,A,B,273,21,3677.699999999996
7400,7.4,B,A,274,11,3699.0199999999963
7411,7.411,A,B,275,11,3699.0199999999963
7422,7.422,B,A,276,21,3709.679999999996
7443,7.443,A,B,277,21,3709.679999999996
7464,7.464,B,A,278,11,3730.9999999999964
7475,7.475,A,B,279,11,3730.9999999999964
7486,7.486,B,A,280,32,3741.659999999996
7518,7.518,A,B,281,32,3741.659999999996
7550,7.55,B,A,282,16,3773.6399999999962
7566,7.566,A,B,283,16,3773.6399999999962
7582,7.582,B,A,284,16,3789.629999999996
7598,7.598,A,B,285,16,3789.629999999996
7614,7.614,B,A,286,37,3805.619999999996
7651,7.651,A,B,287,37,3805.619999999996
7688,7.688,B,A,288,16,3842.9299999999957
7704,7.704,A,B,289,16,3842.9299999999957
7720,7.72,B,A,290,16,3858.9199999999955
7736,7.736,A,B,291,16,3858.9199999999955
7752,7.752,B,A,292,11,3874.9099999999953
7763,7.763,A,B,293,11,3874.9099999999953
7774,7.774,B,A,294,37,3885.569999999995
7811,7.811,A,B,295,37,3885.569999999995
7848,7.848,B,A,296,43,3922.879999999995
7891,7.891,A,B,297,43,3922.879999999995
7934,7.934,B,A,298,11,3965.519999999995
7945,7.945,A,B,299,11,3965.519999999995
7956,7.956,B,A,300,27,3976.179999999995
7983,7.983,A,B,301,27,3976.179999999995
8010,8.01,B,A,302,11,4002.829999999995
8021,8.021,A,B,303,11,4002.829999999995
8032,8.032,B,A,304,48,4013.489999999995
8080,8.08,A,B,305,48,4013.489999999995
8128,8.128,B,A,306,43,4061.4599999999946
8171,8.171,A,B,307,43,4061.4599999999946
8214,8.214,B,A,308,32,4104.099999999995
8246,8.246,A,B,309,32,4104.099999999995
8278,8.278,B,A,310,21,4136.0799999999945
8299,8.299,A,B,311,21,4136.0799999999945
8320,8.32,B,A,312,5,4157.399999999994
8325,8.325,A,B,313,5,4157.399999999994
8330,8.33,B,A,314,37,4162.729999999994
8367,8.367,A,B,315,37,4162.729999999994
8404,8.404,B,A,316,16,4200.0399999999945
8420,8.42,A,B,317,16,4200.0399999999945
8436,8.436,B,A,318,11,4216.029999999994
8447,8.447,A,B,319,11,4216.029999999994
8458,8.458,B,A,320,11,4226.689999999994
8469,8.469,A,B,321,11,4226.689999999994
8480,8.48,B,A,322,16,4237.349999999994
8496,8.496,A,B,323,16,4237.349999999994
8512,8.512,B,A,324,16,4253.339999999994
8528,8.528,A,B,325,16,4253.339999999994
8544,8.544,B,A,326,48,4269.329999999994
8592,8.592,A,B,327,48,4269.329999999994
8640,8.64,B,A,328,11,4317.299999999994
8651,8.651,A,B,329,11,4317.299999999994
8662,8.662,B,A,330,48,4327.959999999994
8710,8.71,A,B,331,48,4327.959999999994
8758,8.758,B,A,332,37,4375.929999999994
8795,8.795,A,B,333,37,4375.929999999994
8832,8.832,B,A,334,43,4413.239999999994
8875,8.875,A,B,335,43,4413.239999999994
8918,8.918,B,A,336,11,4455.879999999995
8929,8.929,A,B,337,11,4455.879999999995
8940,8.94,B,A,338,5,4466.5399999999945
8945,8.945,A,B,339,5,4466.5399999999945
8950,8.95,B,A,340,5,4471.869999999994
8955,8.955,A,B,341,5,4471.869999999994
8960,8.96,B,A,342,27,4477.199999999994
8987,8.987,A,B,343,27,4477.199999999994
9014,9.014,B,A,344,48,4503.849999999994
9062,9.062,A,B,345,48,4503.849999999994
9110,9.11,B,A,346,5,4551.819999999994
9115,9.115,A,B,347,5,4551.819999999994
9120,9.12,B,A,348,27,4557.149999999994
9147,9.147,A,B,349,27,4557.149999999994
9174,9.174,B,A,350,21,4583.799999999994
9195,9.195,A,B,351,21,4583.799999999994
9216,9.216,B,A,352,11,4605.1199999999935
9227,9.227,A,B,353,11,4605.1199999999935
9238,9.238,B,A,354,37,4615.779999999993
9275,9.275,A,B,355,37,4615.779999999993
9312,9.312,B,A,356,37,4653.089999999994
9349,9.349,A,B,357,37,4653.089999999994
9386,9.386,B,A,358,43,4690.399999999994
9429,9.429,A,B,359,43,4690.399999999994
9472,9.472,B,A,360,5,4733.0399999999945
9477,9.477,A,B,361,5,4733.0399999999945
9482,9.482,B,A,362,11,4738.369999999994
9493,9.493,A,B,363,11,4738.369999999994
9504,9.504,B,A,364,27,4749.029999999994
9531,9.531,A,B,365,27,4749.029999999994
9558,9.558,B,A,366,37,4775.679999999994
9595,9.595,A,B,367,37,4775.679999999994
9632,9.632,B,A,368,21,4812.989999999994
9653,9.653,A,B,369,21,4812.989999999994
9674,9.674,B,A,370,11,4834.309999999994
9685,9.685,A,B,371,11,4834.309999999994
9696,9.696,B,A,372,32,4844.969999999994
9728,9.728,A,B,373,32,4844.969999999994
9760,9.76,B,A,374,37,4876.949999999993
9797,9.797,A,B,375,37,4876.949999999993
9834,9.834,B,A,376,37,4914.259999999994
9871,9.871,A,B,377,37,4914.259999999994
9908,9.908,B,A,378,37,4951.569999999994
9945,9.945,A,B,379,37,4951.569999999994
9982,9.982,B,A,380,16,4988.879999999995
9998,9.998,A,B,381,16,4988.879999999995
10014,10.014,B,A,382,11,5004.869999999994
10025,10.025,A,B,383,11,5004.869999999994
10036,10.036,B,A,384,11,5015.529999999994
10047,10.047,A,B,385,11,5015.529999999994
10058,10.058,B,A,386,27,5026.189999999994
10085,10.085,A,B,387,27,5026.189999999994
10112,10.112,B,A,388,11,5052.839999999994
10123,10.123,A,B,389,11,5052.839999999994
10134,10.134,B,A,390,43,5063.499999999994
10177,10.177,A,B,391,43,5063.499999999994
10220,10.22,B,A,392,21,5106.139999999994
10241,10.241,A,B,393,21,5106.139999999994
10262,10.262,B,A,394,48,5127.459999999994
10310,10.31,A,B,395,48,5127.459999999994
10358,10.358,B,A,396,48,5175.429999999994
10406,10.406,A,B,397,48,5175.429999999994
10454,10.454,B,A,398,43,5223.399999999994
10497,10.497,A,B,399,43,5223.399999999994
10540,10.54,B,A,400,43,5266.0399999999945
10583,10.583,A,B,401,43,5266.0399999999945
10626,10.626,B,A,402,11,5308.679999999995
10637,10.637,A,B,403,11,5308.679999999995
10648,10.648,B,A,404,48,5319.339999999995
10696,10.696,A,B,405,48,5319.339999999995
10744,10.744,B,A,406,32,5367.309999999995
10776,10.776,A,B,407,32,5367.309999999995
10808,10.808,B,A,408,16,5399.2899999999945
10824,10.824,A,B,409,16,5399.2899999999945
10840,10.84,B,A,410,37,5415.279999999994
10877,10.877,A,B,411,37,5415.279999999994
10914,10.914,B,A,412,21,5452.589999999995
10935,10.935,A,B,413,21,5452.589999999995
10956,10.956,B,A,414,43,5473.909999999994
10999,10.999,A,B,415,43,5473.909999999994
11042,11.042,B,A,416,43,5516.549999999995
11085,11.085,A,B,417,43,5516.549999999995
11128,11.128,B,A,418,11,5559.189999999995
11139,11.139,A,B,419,11,5559.189999999995
11150,11.15,B,A,420,21,5569.849999999995
11171,11.171,A,B,421,21,5569.849999999995
11192,11.192,B,A,422,16,5591.169999999995
11208,11.208,A,B,423,16,5591.169999999995
11224,11.224,B,A,424,32,5607.159999999994
11256,11.256,A,B,425,32,5607.159999999994
11288,11.288,B,A,426,32,5639.139999999994
11320,11.32,A,B,427,32,5639.139999999994
11352,11.352,B,A,428,16,5671.1199999999935
11368,11.368,A,B,429,16,5671.1199999999935
11384,11.384,B,A,430,37,5687.109999999993
11421,11.421,A,B,431,37,5687.109999999993
11458,11.458,B,A,432,37,5724.419999999994
11495,11.495,A,B,433,37,5724.419999999994
11532,11.532,B,A,434,16,5761.729999999994
11548,11.548,A,B,435,16,5761.729999999994
11564,11.564,B,A,436,21,5777.719999999994
11585,11.585,A,B,437,21,5777.719999999994
11606,11.606,B,A,438,16,5799.039999999994
11622,11.622,A,B,439,16,5799.039999999994
11638,11.638,B,A,440,21,5815.029999999993
11659,11.659,A,B,441,21,5815.029999999993
11680,11.68,B,A,442,5,5836.349999999993
11685,11.685,A,B,443,5,5836.349999999993
11690,11.69,B,A,444,27,5841.679999999993
11717,11.717,A,B,445,27,5841.679999999993
11744,11.744,B,A,446,27,5868.329999999993
11771,11.771,A,B,447,27,5868.329999999993
11798,11.798,B,A,448,37,5894.979999999992
11835,11.835,A,B,449,37,5894.979999999992
11872,11.872,B,A,450,37,5932.289999999993
11909,11.909,A,B,451,37,5932.289999999993
11946,11.946,B,A,452,16,5969.599999999993
11962,11.962,A,B,453,16,5969.599999999993
11978,11.978,B,A,454,16,5985.589999999993
11994,11.994,A,B,455,16,5985.589999999993
12010,12.01,B,A,456,27,6001.579999999993
12037,12.037,A,B,457,27,6001.579999999993
12064,12.064,B,A,458,43,6028.229999999992
12107,12.107,A,B,459,43,6028.229999999992
12150,12.15,B,A,460,5,6070.869999999993
12155,12.155,A,B,461,5,6070.869999999993
12160,12.16,B,A,462,37,6076.1999999999925
12197,12.197,A,B,463,37,6076.1999999999925
12234,12.234,B,A,464,27,6113.509999999993
12261,12.261,A,B,465,27,6113.509999999993
12288,12.288,B,A,466,16,6140.159999999993
12304,12.304,A,B,467,16,6140.159999999993
12320,12.32,B,A,468,43,6156.149999999992
12363,12.363,A,B,469,43,6156.149999999992
12406,12.406,B,A,470,16,6198.789999999993
12422,12.422,A,B,471,16,6198.789999999993
12438,12.438,B,A,472,21,6214.7799999999925
12459,12.459,A,B,473,21,6214.7799999999925
12480,12.48,B,A,474,37,6236.099999999992
12517,12.517,A,B,475,37,6236.099999999992
12554,12.554,B,A,476,5,6273.409999999993
12559,12.559,A,B,477,5,6273.409999999993
12564,12.564,B,A,478,32,6278.7399999999925
12596,12.596,A,B,479,32,6278.7399999999925
12628,12.628,B,A,480,43,6310.719999999992
12671,12.671,A,B,481,43,6310.719999999992
12714,12.714,B,A,482,43,6353.359999999992
12757,12.757,A,B,483,43,6353.359999999992
12800,12.8,B,A,484,27,6395.999999999993
12827,12.827,A,B,485,27,6395.999999999993
12854,12.854,B,A,486,5,6422.649999999992
12859,12.859,A,B,487,5,6422.649999999992
12864,12.864,B,A,488,37,6427.979999999992
12901,12.901,A,B,489,37,6427.979999999992
12938,12.938,B,A,490,37,6465.289999999993
12975,12.975,A,B,491,37,6465.289999999993
13012,13.012,B,A,492,43,6502.599999999993
13055,13.055,A,B,493,43,6502.599999999993
13098,13.098,B,A,494,21,6545.239999999993
13119,13.119,A,B,495,21,6545.239999999993
13140,13.14,B,A,496,43,6566.559999999993
13183,13.183,A,B,497,43,6566.559999999993
13226,13.226,B,A,498,11,6609.199999999993
13237,13.237,A,B,499,11,6609.199999999993
13248,13.248,B,A,500,21,6619.859999999993
13269,13.269,A,B,501,21,6619.859999999993
13290,13.29,B,A,502,43,6641.179999999993
13333,13.333,A,B,503,43,6641.179999999993
13376,13.376,B,A,504,32,6683.819999999993
13408,13.408,A,B,505,32,6683.819999999993
13440,13.44,B,A,506,11,6715.799999999993
13451,13.451,A,B,507,11,6715.799999999993
13462,13.462,B,A,508,11,6726.459999999993
13473,13.473,A,B,509,11,6726.459999999993
13484,13.484,B,A,510,43,6737.119999999993
13527,13.527,A,B,511,43,6737.119999999993
13570,13.57,B,A,512,16,6779.759999999993
13586,13.586,A,B,513,16,6779.759999999993
13602,13.602,B,A,514,27,6795.749999999993
13629,13.629,A,B,515,27,6795.749999999993
13656,13.656,B,A,516,21,6822.399999999992
13677,13.677,A,B,517,21,6822.399999999992
13698,13.698,B,A,518,27,6843.719999999992
13725,13.725,A,B,519,27,6843.719999999992
13752,13.752,B,A,520,37,6870.369999999992
13789,13.789,A,B,521,37,6870.369999999992
13826,13.826,B,A,522,43,6907.679999999992
13869,13.869,A,B,523,43,6907.679999999992
13912,13.912,B,A,524,21,6950.319999999992
13933,13.933,A,B,525,21,6950.319999999992
13954,13.954,B,A,526,43,6971.639999999992
13997,13.997,A,B,527,43,6971.639999999992
14040,14.04,B,A,528,11,7014.2799999999925
14051,14.051,A,B,529,11,7014.2799999999925
14062,14.062,B,A,530,48,7024.939999999992
14110,14.11,A,B,531,48,7024.939999999992
14158,14.158,B,A,532,27,7072.909999999993
14185,14.185,A,B,533,27,7072.909999999993
14212,14.212,B,A,534,16,7099.559999999992
14228,14.228,A,B,535,16,7099.559999999992
14244,14.244,B,A,536,43,7115.549999999992
14287,14.287,A,B,537,43,7115.549999999992
14330,14.33,B,A,538,11,7158.189999999992
14341,14.341,A,B,539,11,7158.189999999992
14352,14.352,B,A,540,43,7168.849999999992
14395,14.395,A,B,541,43,7168.849999999992
14438,14.438,B,A,542,48,7211.4899999999925
14486,14.486,A,B,543,48,7211.4899999999925
14534,14.534,B,A,544,5,7259.459999999993
14539,14.539,A,B,545,5,7259.459999999993
14544,14.544,B,A,546,5,7264.789999999993
14549,14.549,A,B,547,5,7264.789999999993
14554,14.554,B,A,548,48,7270.119999999993
14602,14.602,A,B,549,48,7270.119999999993
14650,14.65,B,A,550,16,7318.089999999993
14666,14.666,A,B,551,16,7318.089999999993
14682,14.682,B,A,552,11,7334.079999999993
14693,14.693,A,B,553,11,7334.079999999993
14704,14.704,B,A,554,16,7344.7399999999925
14720,14.72,A,B,555,16,7344.7399999999925
14736,14.736,B,A,556,21,7360.729999999992
14757,14.757,A,B,557,21,7360.729999999992
14778,14.778,B,A,558,11,7382.049999999992
14789,14.789,A,B,559,11,7382.049999999992
14800,14.8,B,A,560,43,7392.709999999992
14843,14.843,A,B,561,43,7392.709999999992
14886,14.886,B,A,562,37,7435.349999999992
14923,14.923,A,B,563,37,7435.349999999992
14960,14.96,B,A,564,32,7472.659999999993
14992,14.992,A,B,565,32,7472.659999999993
15024,15.024,B,A,566,27,7504.639999999992
15051,15.051,A,B,567,27,7504.639999999992
15078,15.078,B,A,568,48,7531.289999999992
15126,15.126,A,B,569,48,7531.289999999992
15174,15.174,B,A,570,16,7579.259999999992
15190,15.19,A,B,571,16,7579.259999999992
15206,15.206,B,A,572,27,7595.249999999992
15233,15.233,A,B,573,27,7595.249999999992
15260,15.26,B,A,574,21,7621.899999999991
15281,15.281,A,B,575,21,7621.899999999991
15302,15.302,B,A,576,11,7643.219999999991
15313,15.313,A,B,577,11,7643.219999999991
15324,15.324,B,A,578,48,7653.879999999991
15372,15.372,A,B,579,48,7653.879999999991
15420,15.42,B,A,580,21,7701.849999999991
15441,15.441,A,B,581,21,7701.849999999991
15462,15.462,B,A,582,21,7723.169999999991
15483,15.483,A,B,583,21,7723.169999999991
15504,15.504,B,A,584,5,7744.489999999991
15509,15.509,A,B,585,5,7744.489999999991
15514,15.514,B,A,586,21,7749.819999999991
15535,15.535,A,B,587,21,7749.819999999991
15556,15.556,B,A,588,48,7771.13999999999
15604,15.604,A,B,589,48,7771.13999999999
15652,15.652,B,A,590,32,7819.109999999991
15684,15.684,A,B,591,32,7819.109999999991
15716,15.716,B,A,592,48,7851.08999999999
15764,15.764,A,B,593,48,7851.08999999999
15812,15.812,B,A,594,5,7899.05999999999
15817,15.817,A,B,595,5,7899.05999999999
15822,15.822,B,A,596,32,7904.38999999999
15854,15.854,A,B,597,32,7904.38999999999
15886,15.886,B,A,598,21,7936.36999999999
15907,15.907,A,B,599,21,7936.36999999999
15928,15.928,B,A,600,11,7957.68999999999
15939,15.939,A,B,601,11,7957.68999999999
15950,15.95,B,A,602,37,7968.349999999989
15987,15.987,A,B,603,37,7968.349999999989
16024,16.024,B,A,604,21,8005.65999999999
16045,16.045,A,B,605,21,8005.65999999999
16066,16.066,B,A,606,27,8026.97999999999
16093,16.093,A,B,607,27,8026.97999999999
16120,16.12,B,A,608,21,8053.629999999989
16141,16.141,A,B,609,21,8053.629999999989
16162,16.162,B,A,610,21,8074.949999999989
16183,16.183,A,B,611,21,8074.949999999989
16204,16.204,B,A,612,11,8096.269999999989
16215,16.215,A,B,613,11,8096.269999999989
16226,16.226,B,A,614,48,8106.9299999999885
16274,16.274,A,B,615,48,8106.9299999999885
16322,16.322,B,A,616,32,8154.899999999989
16354,16.354,A,B,617,32,8154.899999999989
